codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total.1,mujeres total.1,total
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2003-01-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-01-01,2,0,2,0,2
20201,ACHACACHI,violencia intrafamiliar,violencia contra la nina,2003-02-01,3,0,3,0,3
30402,ANZALDO,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2003-02-01,2,0,2,0,2
60202,BERMEJO,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
70702,CHARAGUA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-02-01,6,0,6,0,6
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
21005,ICHOCA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-02-01,3,0,3,0,3
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2003-02-01,2,0,2,0,2
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-02-01,4,0,4,0,4
31203,POCONA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2003-02-01,2,0,2,0,2
80602,SAN ANDRES,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-02-01,3,0,3,0,3
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
10202,TARVITA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
41301,TOTORA(ORR),violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-02-01,2,0,2,0,2
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra la nina,2003-02-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-02-01,2,0,2,0,2
21203,BATALLAS,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2003-03-01,2,0,2,0,2
71301,COMARAPA,violencia intrafamiliar,violencia contra la nina,2003-03-01,2,0,2,0,2
70102,COTOCA,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
10902,CULPINA,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-03-01,9,0,9,0,9
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-03-01,17,0,17,0,17
70701,LAGUNILLAS,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
40101,ORURO,violencia intrafamiliar,violencia contra la nina,2003-03-01,2,0,2,0,2
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
31203,POCONA,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-03-01,3,0,3,0,3
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-03-01,3,0,3,0,3
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-03-01,11,0,11,0,11
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2003-03-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
10102,YOTALA,violencia intrafamiliar,violencia contra la nina,2003-03-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra la nina,2003-04-01,3,0,3,0,3
20905,CAIROMA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2003-04-01,2,0,2,0,2
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
21401,COROICO,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-04-01,16,0,16,0,16
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la nina,2003-04-01,2,0,2,0,2
20602,GUANAY,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la nina,2003-04-01,4,0,4,0,4
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-04-01,10,0,10,0,10
71003,MINEROS,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-04-01,8,0,8,0,8
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
70902,PAMPA GRANDE,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2003-04-01,3,0,3,0,3
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-04-01,2,0,2,0,2
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2003-04-01,3,0,3,0,3
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2003-04-01,2,0,2,0,2
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2003-04-01,2,0,2,0,2
30401,TARATA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
20803,TIAWANACU,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-04-01,8,0,8,0,8
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2003-04-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-04-01,4,0,4,0,4
60202,BERMEJO,violencia intrafamiliar,violencia contra la nina,2003-05-01,3,0,3,0,3
30701,CAPINOTA,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
10902,CULPINA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-05-01,15,0,15,0,15
70105,EL TORNO,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
21105,LA ASUNTA,violencia intrafamiliar,violencia contra la nina,2003-05-01,3,0,3,0,3
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-05-01,17,0,17,0,17
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-05-01,7,0,7,0,7
21305,PATACAMAYA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
51101,PUNA,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
80302,SAN BORJA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
20601,SORATA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
10202,TARVITA,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2003-05-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-05-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
30601,ARQUE,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
30701,CAPINOTA,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-06-01,5,0,5,0,5
21401,COROICO,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-06-01,6,0,6,0,6
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-06-01,6,0,6,0,6
71003,MINEROS,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-06-01,4,0,4,0,4
30302,MOROCHATA,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2003-06-01,2,0,2,0,2
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la nina,2003-06-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2003-06-01,4,0,4,0,4
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2003-06-01,4,0,4,0,4
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-06-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-06-01,4,0,4,0,4
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2003-06-01,1,0,1,0,1
10102,YOTALA,violencia intrafamiliar,violencia contra la nina,2003-06-01,2,0,2,0,2
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
50301,BETANZOS,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-07-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-07-01,14,0,14,0,14
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-07-01,12,0,12,0,12
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-07-01,4,0,4,0,4
40101,ORURO,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
10401,PADILLA,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
40802,PAMPA AULLAGAS,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
20403,PUERTO CARABUCO,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
80201,RIBERALTA,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2003-07-01,3,0,3,0,3
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
30703,SICAYA,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2003-07-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2003-07-01,3,0,3,0,3
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2003-07-01,2,0,2,0,2
50301,BETANZOS,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
71301,COMARAPA,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-08-01,9,0,9,0,9
70105,EL TORNO,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la nina,2003-08-01,2,0,2,0,2
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-08-01,5,0,5,0,5
70701,LAGUNILLAS,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-08-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2003-08-01,2,0,2,0,2
80201,RIBERALTA,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
70402,SAN CARLOS,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
80702,SAN RAMON,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2003-08-01,2,0,2,0,2
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2003-08-01,3,0,3,0,3
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2003-08-01,4,0,4,0,4
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-08-01,5,0,5,0,5
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2003-08-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2003-08-01,2,0,2,0,2
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2003-09-01,2,0,2,0,2
60302,CARAPARI,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-09-01,4,0,4,0,4
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-09-01,9,0,9,0,9
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-09-01,9,0,9,0,9
11003,MACHARETI,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-09-01,5,0,5,0,5
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
80201,RIBERALTA,violencia intrafamiliar,violencia contra la nina,2003-09-01,4,0,4,0,4
70503,ROBORE,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
40202,SANTUARIO DE QUILLACAS,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
30703,SICAYA,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-09-01,12,0,12,0,12
20606,TIPUANI,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-09-01,12,0,12,0,12
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2003-09-01,3,0,3,0,3
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2003-09-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-09-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
10201,AZURDUY,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
30701,CAPINOTA,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-10-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-10-01,3,0,3,0,3
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la nina,2003-10-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-10-01,4,0,4,0,4
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
11003,MACHARETI,violencia intrafamiliar,violencia contra la nina,2003-10-01,2,0,2,0,2
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
30602,TACOPAYA,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
31101,TAPACARI,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
20606,TIPUANI,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-10-01,12,0,12,0,12
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2003-10-01,2,0,2,0,2
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la nina,2003-10-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2003-10-01,2,0,2,0,2
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
50702,CARIPUYO,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
50202,CHAYANTA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
90101,COBIJA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-11-01,8,0,8,0,8
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-11-01,4,0,4,0,4
80801,MAGDALENA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2003-11-01,2,0,2,0,2
40101,ORURO,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
31401,PUNATA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra la nina,2003-11-01,2,0,2,0,2
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2003-11-01,8,0,8,0,8
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2003-11-01,3,0,3,0,3
10602,YAMPARAEZ,violencia intrafamiliar,violencia contra la nina,2003-11-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la nina,2003-12-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-12-01,1,0,1,0,1
30701,CAPINOTA,violencia intrafamiliar,violencia contra la nina,2003-12-01,1,0,1,0,1
40102,CARACOLLO,violencia intrafamiliar,violencia contra la nina,2003-12-01,1,0,1,0,1
50702,CARIPUYO,violencia intrafamiliar,violencia contra la nina,2003-12-01,1,0,1,0,1
50401,COLQUECHACA,violencia intrafamiliar,violencia contra la nina,2003-12-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-12-01,3,0,3,0,3
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-12-01,4,0,4,0,4
