codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total,mujeres total,total
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2002-02-01,2,0,2,0,2
30801,CLIZA,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-02-01,2,0,2,0,2
10902,CULPINA,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
41101,EUCALIPTUS,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-02-01,3,0,3,0,3
31301,MIZQUE,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
40601,POOPO,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-02-01,3,0,3,0,3
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2002-02-01,3,0,3,0,3
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-02-01,2,0,2,0,2
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-02-01,74,0,74,0,74
20801,VIACHA,violencia intrafamiliar,violencia contra la nina,2002-02-01,1,0,1,0,1
21103,YANACACHI,violencia intrafamiliar,violencia contra la nina,2002-02-01,2,0,2,0,2
10901,CAMATAQUI (C. VILLA ABECIA),violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra la nina,2002-03-01,2,0,2,0,2
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-03-01,2,0,2,0,2
70102,COTOCA,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-03-01,2,0,2,0,2
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-03-01,10,0,10,0,10
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
30302,MOROCHATA,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
40601,POOPO,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-03-01,6,0,6,0,6
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-03-01,3,0,3,0,3
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
10202,TARVITA,violencia intrafamiliar,violencia contra la nina,2002-03-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-03-01,24,0,24,0,24
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
50103,YOCALLA,violencia intrafamiliar,violencia contra la nina,2002-03-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
30501,ARANI,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2002-04-01,2,0,2,0,2
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-04-01,2,0,2,0,2
50401,COLQUECHACA,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-04-01,8,0,8,0,8
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-04-01,2,0,2,0,2
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2002-04-01,2,0,2,0,2
30203,OMEREQUE,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-04-01,9,0,9,0,9
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-04-01,7,0,7,0,7
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
10402,TOMINA,violencia intrafamiliar,violencia contra la nina,2002-04-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-04-01,39,0,39,0,39
20201,ACHACACHI,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
30403,ARBIETO,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la nina,2002-05-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-05-01,7,0,7,0,7
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-05-01,7,0,7,0,7
51401,LLICA,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
40101,ORURO,violencia intrafamiliar,violencia contra la nina,2002-05-01,3,0,3,0,3
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-05-01,6,0,6,0,6
80602,SAN ANDRES,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-05-01,2,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
30401,TARATA,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
80101,TRINIDAD,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra la nina,2002-05-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-06-01,4,0,4,0,4
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-06-01,7,0,7,0,7
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2002-06-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-06-01,14,0,14,0,14
80201,RIBERALTA,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2002-06-01,2,0,2,0,2
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-06-01,2,0,2,0,2
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-06-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-06-01,20,0,20,0,20
10102,YOTALA,violencia intrafamiliar,violencia contra la nina,2002-06-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,violencia intrafamiliar,violencia contra la nina,2002-07-01,4,0,4,0,4
20502,AYATA,violencia intrafamiliar,violencia contra la nina,2002-07-01,2,0,2,0,2
10201,AZURDUY,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
30701,CAPINOTA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
31204,CHIMORE,violencia intrafamiliar,violencia contra la nina,2002-07-01,3,0,3,0,3
31002,COLOMI,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
71101,CONCEPCION,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-07-01,8,0,8,0,8
20602,GUANAY,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
40701,HUANUNI,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-07-01,5,0,5,0,5
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
11003,MACHARETI,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
80801,MAGDALENA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2002-07-01,2,0,2,0,2
10103,POROMA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
70601,PORTACHUELO,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2002-07-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-07-01,11,0,11,0,11
31001,SACABA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2002-07-01,2,0,2,0,2
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra la nina,2002-07-01,2,0,2,0,2
20601,SORATA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-07-01,3,0,3,0,3
10601,TARABUCO,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-07-01,20,0,20,0,20
70201,WARNES,violencia intrafamiliar,violencia contra la nina,2002-07-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-08-01,2,0,2,0,2
21203,BATALLAS,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
40102,CARACOLLO,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
31204,CHIMORE,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
30905,COLCAPIRHUA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
71301,COMARAPA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-08-01,11,0,11,0,11
70105,EL TORNO,violencia intrafamiliar,violencia contra la nina,2002-08-01,2,0,2,0,2
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la nina,2002-08-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-08-01,6,0,6,0,6
10303,MOJOCOYA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
31203,POCONA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
70601,PORTACHUELO,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-08-01,4,0,4,0,4
51601,SAN AGUSTIN,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
20601,SORATA,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-08-01,2,0,2,0,2
80101,TRINIDAD,violencia intrafamiliar,violencia contra la nina,2002-08-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-08-01,11,0,11,0,11
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-09-01,14,0,14,0,14
70105,EL TORNO,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
21105,LA ASUNTA,violencia intrafamiliar,violencia contra la nina,2002-09-01,3,0,3,0,3
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-09-01,8,0,8,0,8
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
20904,MALLA,violencia intrafamiliar,violencia contra la nina,2002-09-01,8,0,8,0,8
10303,MOJOCOYA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
21305,PATACAMAYA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2002-09-01,2,0,2,0,2
31401,PUNATA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-09-01,7,0,7,0,7
80302,SAN BORJA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra la nina,2002-09-01,2,0,2,0,2
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2002-09-01,1,0,1,0,1
70201,WARNES,violencia intrafamiliar,violencia contra la nina,2002-09-01,2,0,2,0,2
20202,ANCORAIMES,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
20501,CHUMA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
50601,COTAGAITA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
70102,COTOCA,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-10-01,16,0,16,0,16
70105,EL TORNO,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
20602,GUANAY,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
21105,LA ASUNTA,violencia intrafamiliar,violencia contra la nina,2002-10-01,5,0,5,0,5
70104,LA GUARDIA,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-10-01,26,0,26,0,26
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
71003,MINEROS,violencia intrafamiliar,violencia contra la nina,2002-10-01,3,0,3,0,3
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2002-10-01,3,0,3,0,3
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
70902,PAMPA GRANDE,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
20702,PELECHUCO,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2002-10-01,3,0,3,0,3
80201,RIBERALTA,violencia intrafamiliar,violencia contra la nina,2002-10-01,5,0,5,0,5
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-10-01,7,0,7,0,7
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-10-01,3,0,3,0,3
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-10-01,15,0,15,0,15
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
30904,VINTO,violencia intrafamiliar,violencia contra la nina,2002-10-01,2,0,2,0,2
70201,WARNES,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
60301,YACUIBA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
60402,YUNCHARA,violencia intrafamiliar,violencia contra la nina,2002-10-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-11-01,3,0,3,0,3
21306,COLQUENCHA,violencia intrafamiliar,violencia contra la nina,2002-11-01,3,0,3,0,3
20605,COMBAYA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
70102,COTOCA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-11-01,9,0,9,0,9
10502,HUACARETA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-11-01,8,0,8,0,8
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2002-11-01,3,0,3,0,3
11003,MACHARETI,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
10303,MOJOCOYA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
40101,ORURO,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
70601,PORTACHUELO,violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-11-01,5,0,5,0,5
20601,SORATA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la nina,2002-11-01,8,0,8,0,8
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la nina,2002-11-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra la nina,2002-11-01,1,0,1,0,1
50802,ATOCHA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
20905,CAIROMA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2002-12-01,2,0,2,0,2
70702,CHARAGUA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2002-12-01,3,0,3,0,3
21401,COROICO,violencia intrafamiliar,violencia contra la nina,2002-12-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2002-12-01,11,0,11,0,11
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
10304,ICLA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2002-12-01,7,0,7,0,7
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
50403,POCOATA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
10103,POROMA,violencia intrafamiliar,violencia contra la nina,2002-12-01,3,0,3,0,3
50101,POTOSI,violencia intrafamiliar,violencia contra la nina,2002-12-01,2,0,2,0,2
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2002-12-01,5,0,5,0,5
71102,SAN JAVIER(STC),violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la nina,2002-12-01,3,0,3,0,3
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la nina,2002-12-01,2,0,2,0,2
20801,VIACHA,violencia intrafamiliar,violencia contra la nina,2002-12-01,2,0,2,0,2
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
50602,VITICHI,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
10102,YOTALA,violencia intrafamiliar,violencia contra la nina,2002-12-01,1,0,1,0,1
80802,BAURES,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la nina,2003-01-01,3,0,3,0,3
70706,CAMIRI,violencia intrafamiliar,violencia contra la nina,2003-01-01,10,0,10,0,10
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la nina,2003-01-01,9,0,9,0,9
41101,EUCALIPTUS,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
20602,GUANAY,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
40701,HUANUNI,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra la nina,2003-01-01,3,0,3,0,3
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra la nina,2003-01-01,5,0,5,0,5
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la nina,2003-01-01,7,0,7,0,7
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
71302,SAIPINA,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la nina,2003-01-01,1,0,1,0,1
